Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
52741293,Shuggie Bain,Douglas   Stuart,"Stuart, Douglas",,"=""0802148042""","=""9780802148049""",5,4.30,Grove Press,Hardcover,430,2020,2020,2023/01/08,2022/09/20,2023,2023 (#1),read,,,,1,0
54738255,If This Gets Out,Sophie Gonzales,"Gonzales, Sophie",Cale Dietrich,"=""1250805805""","=""9781250805805""",0,3.91,Wednesday Books,Hardcover,404,2021,2021,2022/12/31,2022/12/31,2022,2022 (#51),read,,,,1,0
43427042,The Seven Necessary Sins for Women and Girls,Mona Eltahawy,"Eltahawy, Mona",,"=""0807013811""","=""9780807013816""",0,4.21,Beacon Press,Hardcover,216,2019,2019,,2022/12/30,to-read,to-read (#56),to-read,,,,0,0
53803071,"Kalmann (Kalmann, #1)",Joachim B. Schmidt,"Schmidt, Joachim B.",,"=""3257071388""","=""9783257071382""",3,4.04,Diogenes,Hardcover,368,2020,2020,2022/12/29,2022/12/29,2022,2022 (#50),read,,,,1,0
25985338,Oči zasypané pieskom,Paweł Smoleński,"Smoleński, Paweł",Juraj Koudela,"=""8097182300""","=""9788097182304""",5,4.15,Absynt,Paperback,251,2015,2014,2022/12/24,2022/12/24,2022,2022 (#49),read,,,,1,0
52201220,Snežný leopard,Peter Matthiessen,"Matthiessen, Peter",,"=""8082031352""","=""9788082031358""",4,4.07,Absynt,Paperback,384,2019,1978,2022/12/19,2022/12/17,2022,2022 (#48),read,,,,1,0
26072829,Aristoteles a Dante odhalují záhady vesmíru,Benjamin Alire Sáenz,"Sáenz, Benjamin Alire","Světlana Ondroušková, Tomáš Kropáček","=""8075440056""","=""9788075440051""",0,4.29,CooBoo,Hardcover,368,2015,2012,2022/12/18,2022/12/18,2022,2022 (#46),read,,,,1,0
61187218,"Aristoteles a Dante objavujú hlbiny neznáma (Aristoteles a Dante, #2)",Benjamin Alire Sáenz,"Sáenz, Benjamin Alire",Katarína Figová,"=""8055656509""","=""9788055656502""",0,4.13,Slovart,Hardcover,528,2022,2021,2022/12/18,2022/12/18,2022,2022 (#47),read,,,,1,0
12406105,Za soumraku,Michael Cunningham,"Cunningham, Michael",Veronika Volhejnová,"=""8020713697""","=""9788020713698""",2,3.44,Odeon,Hardcover,224,2011,2010,2022/12/04,2022/12/04,2022,2022 (#45),read,,,,1,0
52739801,"Date Me, Bryson Keller",Kevin van Whye,"Whye, Kevin van",,"=""0593126041""","=""9780593126042""",0,3.90,Random House Books for Young Readers,Hardcover,336,2020,2020,2022/12/04,2022/12/04,2022,2022 (#44),read,,,,1,0
59456608,Období hurikánů,Fernanda Melchor,"Melchor, Fernanda",,"=""8076371805""","=""9788076371804""",5,4.05,Paseka,Paperback,288,2021,2017,2022/11/19,2022/11/14,2022,2022 (#43),read,,,,1,0
25860620,Umelec miznúceho sveta,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""8022002216""","=""""",4,3.78,Slovenský spisovateľ,Hardcover,206,1990,1986,2022/11/14,2022/11/14,2022,2022 (#42),read,,,,1,0
55181667,Malá Sibiř,Antti Tuomainen,"Tuomainen, Antti",Jan Marek Šík,"=""8076620147""","=""9788076620148""",3,3.68,Kniha Zlín,Hardcover,248,2020,2018,2022/11/12,2022/11/09,2022,2022 (#41),read,,,,1,0
49753820,V sibiřských lesích,Sylvain Tesson,"Tesson, Sylvain",Tomáš Havel,"=""8074074501""","=""9788074074509""",4,3.81,Garamond,Hardcover,216,2019,2011,2022/11/06,2019/10/11,2022,2022 (#40),read,,,,1,0
27070074,Christodora,Tim  Murphy,"Murphy, Tim",,"=""080212528X""","=""9780802125286""",0,4.30,Grove Press,Hardcover,496,2016,2016,,2022/10/26,to-read,to-read (#55),to-read,,,,0,0
44775414,Požierači neba,Paolo Giordano,"Giordano, Paolo",Mária Štefánková,"=""8055635838""","=""9788055635835""",3,3.85,Vydavateľstvo SLOVART,Hardcover,400,2019,,2022/10/25,2022/10/25,2022,2022 (#39),read,,,,1,0
59364173,I'm Glad My Mom Died,Jennette McCurdy,"McCurdy, Jennette",,"=""""","=""""",4,4.44,Simon & Schuster,ebook,320,2022,2022,2022/10/19,2022/08/25,2022,2022 (#38),read,,,,1,0
58516913,Ostrov bez pamäti,Yōko Ogawa,"Ogawa, Yōko",Marína Gálisová,"=""8056623167""","=""9788056623169""",3,3.71,Lideni,Hardcover,264,2021,1994,2022/10/09,2022/10/09,2022,2022 (#37),read,,,,1,0
61473504,Felix až navěky,Kacen Callender,"Callender, Kacen",Magdaléna Stárková,"=""8024282763""","=""9788024282763""",0,4.22,Yoli,Paperback,312,2022,2020,2022/10/08,2022/10/08,2022,2022 (#36),read,,,,1,0
28473642,Moja cesta k ultra,Rich Roll,"Roll, Rich",,"=""0992757312""","=""9780992757311""",3,4.02, Publixing Ltd,Paperback,336,2015,2012,2022/09/19,2022/09/19,2022,2022 (#35),read,,,,1,0
2269340,Love and Other Stories,Anton Chekhov,"Chekhov, Anton",,"=""160424495X""","=""9781604244953""",0,4.02,Standard Pubns Inc,Paperback,168,2007,,,2018/02/04,2005,2005 (#17),read,,,,1,0
13615158,Kolymské povídky,Varlam Shalamov,"Shalamov, Varlam","Sergej Machonin, Jan Machonin","=""""","=""9788087060438""",5,4.36,G plus G,Hardcover,256,2012,1966,2018/03/13,2018/02/01,2018,2018 (#13),read,,,,1,0
59704110,"Neznášam behanie, pridáte sa?",Brendan Leonard,"Leonard, Brendan",,"=""8082500107""","=""9788082500106""",3,4.31,Aurora,Paperback,160,2021,,2022/08/24,2022/08/19,2022,2022 (#34),read,,,,1,0
44094594,Za sklem,Sayaka Murata,"Murata, Sayaka",Jan Sýkora,"=""8074737462""","=""9788074737466""",4,3.68,Kniha Zlín,Hardcover,120,2019,2016,2022/08/19,2022/08/16,2022,2022 (#33),read,,,,1,0
61027083,Karpaty!: Potulky po skutočnej i vymyslenej krajine,Ján Púček,"Púček, Ján",,"=""8099954122""","=""9788099954121""",5,4.36,E.J. Publishing,Hardcover,260,2022,2022,2022/08/16,2022/08/07,2022,2022 (#32),read,,,,1,0
58274590,Poupátka,Hana Lehečková,"Lehečková, Hana",,"=""8076014581""","=""9788076014589""",4,4.12,Vyšehrad,Hardcover,368,2021,,2022/08/07,2021/09/07,2022,2022 (#31),read,,,,1,0
17404875,Veľký dom,Nicole Krauss,"Krauss, Nicole",Oto Havrila,"=""8089445306""","=""9788089445301""",3,3.49,Artforum,Hardcover,288,2011,2010,2022/08/04,2022/07/10,2022,2022 (#30),read,,,,1,0
48902303,Memorial,Bryan Washington,"Washington, Bryan",,"=""""","=""""",4,3.57,Riverhead Books,Hardcover,320,2020,2020,2022/07/18,2022/03/23,2022,2022 (#29),read,,,,1,0
16170903,Prvky života,Primo Levi,"Levi, Primo",Hana Benešová,"=""""","=""""",0,4.14,Odeon,Paperback,306,1981,1975,,2022/07/12,to-read,to-read (#54),to-read,,,,0,0
42815399,Divoký kluk,Paolo Cognetti,"Cognetti, Paolo",Alice Flemrová,"=""8020718621""","=""9788020718624""",4,3.68,Odeon,Hardcover,160,2018,2013,2022/07/10,2022/07/06,2022,2022 (#28),read,,,,1,0
58325282,Nerozlučné,Simone de Beauvoir,"Beauvoir, Simone de",Alan Beguivin,"=""8020720219""","=""9788020720214""",4,4.09,Odeon,Hardcover,133,2021,2020,2022/07/05,2022/07/05,2022,2022 (#27),read,,,,1,0
55285133,Purpurový ibišek,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",Petr Štádler,"=""8027501024""","=""9788027501021""",5,4.18,Host,Hardcover,312,2020,2003,2022/07/05,2022/06/30,2022,2022 (#26),read,,,,1,0
71165,All Our Yesterdays,Natalia Ginzburg,"Ginzburg, Natalia",Angus Davidson,"=""1559700262""","=""9781559700269""",0,3.99,Arcade Publishing,Paperback,300,1989,1952,,2022/06/30,to-read,to-read (#53),to-read,,,,0,0
60093978,Ostrov,Bianca Bellová,"Bellová, Bianca",,"=""8027510481""","=""9788027510481""",3,3.17,Host,Hardcover,184,2022,2022,2022/06/30,2022/06/30,2022,2022 (#25),read,,,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",3,4.40,Atria Books,Hardcover,389,2017,2017,2022/06/25,2022/06/25,2022,2022 (#24),read,,,,1,0
444555,Siddhartha,Hermann Hesse,"Hesse, Hermann",Massimo Mila,"=""884590184X""","=""9788845901843""",0,4.08,Adelphi,Paperback,156,1985,1922,,2018/02/16,2003,2003 (#31),read,,,,0,0
59908769,Kluci ze hřbitova,Aiden Thomas,"Thomas, Aiden",Kateřina Hajžmanová,"=""8024278901""","=""9788024278902""",0,4.25,Yoli,Paperback,392,2022,2020,2022/05/23,2022/05/23,2022,2022 (#23),read,,,,1,0
30337018,Podle skutečného příběhu,Delphine de Vigan,"Vigan, Delphine de",Alexandra Pflimpflová,"=""8020716955""","=""9788020716958""",4,3.94,Odeon,Hardcover,336,2016,2015,2022/05/18,2022/05/18,2022,2022 (#22),read,,,,1,0
57305911,Nejrudější růže rozkvétá,Liv Strömquist,"Strömquist, Liv",,"=""8076370922""","=""9788076370920""",5,4.22,Paseka,Hardcover,164,2021,2019,2022/05/15,2022/04/09,2022,2022 (#21),read,,,,1,0
28459412,Klamári,E. Lockhart,"Lockhart, E.",,"=""8055145245""","=""9788055145242""",1,3.66,YOLi,Paperback,240,2015,2014,2022/01/19,2022/01/19,2022,2022 (#5),read,,,,1,0
40597810,Daisy Jones & The Six,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1524798622""","=""9781524798628""",3,4.20,Ballantine Books,Hardcover,368,2019,2019,2022/04/19,2022/04/19,2022,2022 (#15),read,,,,1,0
37654118,Saltwater,Jessica  Andrews,"Andrews, Jessica",,"=""1473682770""","=""9781473682771""",2,3.77,Sceptre,Hardcover,295,2019,2019,2022/03/24,2020/11/10,2022,2022 (#11),read,,,,1,0
52129515,Untamed,Glennon Doyle,"Doyle, Glennon",Glennon Doyle Melton,"=""1984801252""","=""9781984801258""",1,3.98,The Dial Press,Hardcover,333,2020,2020,2022/02/21,2022/02/21,2022,2022 (#7),read,,,,1,0
59462661,Polnočná knižnica,Matt Haig,"Haig, Matt",Jana Melcerová,"=""""","=""""",2,3.98,Ikar,Hardcover,336,2021,2020,2022/05/04,2022/05/04,2022,2022 (#20),read,,,,1,0
25356628,Ultra a dál: Jak se připravit na běhy od 50 km po 100 mil a dál,Hal Koerner,"Koerner, Hal",,"=""""","=""9788020436047""",4,3.94,,,200,,2014,2022/05/01,2022/05/01,2022,2022 (#19),read,,,,1,0
51478943,Bizarní povídky,Olga Tokarczuk,"Tokarczuk, Olga",Petr Vidlák,"=""8027501482""","=""9788027501489""",3,3.83,Host,Hardcover,229,2020,2008,2022/04/30,2022/04/30,2022,2022 (#18),read,,,,1,0
57379682,Už nikdy neuvidím svet,Ahmet Altan,"Altan, Ahmet",Ladislav Bodík,"=""8082070714""","=""9788082070715""",5,4.24,Inaque,Hardcover,136,2021,2018,2022/04/24,2022/04/08,2022,2022 (#17),read,,,,1,0
55054389,Môj rok pokoja a odpočinku,Ottessa Moshfegh,"Moshfegh, Ottessa",Daniela Krnáčová,"=""8099944046""","=""9788099944047""",4,3.61,Literárna bašta,Paperback,300,2020,2018,2022/04/24,2022/04/24,2022,2022 (#16),read,,,,1,0
60617146,Svoj podiel noci niesť,Mariana Enríquez,"Enríquez, Mariana",,"=""8082071494""","=""9788082071491""",0,4.26,,Hardcover,640,2022,2019,,2022/04/19,to-read,to-read (#52),to-read,,,,0,0
54622768,Unofficial Britain: Journeys Through Unexpected Places,Gareth E. Rees,"Rees, Gareth E.",,"=""1783965142""","=""9781783965144""",0,4.10,Elliott & Thompson Limited ,Hardcover,268,2020,,,2022/04/09,to-read,to-read (#51),to-read,,,,0,0
59415593,Země slunce,Jan Škrob,"Škrob, Jan",,"=""8090795307""","=""9788090795303""",0,4.59,Viriditas,Paperback,55,2021,,,2022/04/08,to-read,to-read (#50),to-read,,,,0,0
59566960,"Ženy, které nechtěly mlčet. Tři československé příběhy",Milena Bartlová,"Bartlová, Milena",,"=""8090799787""","=""9788090799783""",0,3.94,Nadace Rosy Luxemburg,Paperback,296,2021,,,2022/04/08,to-read,to-read (#49),to-read,,,,0,0
43245751,Neopúšťaj ma,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""8055163448""","=""9788055163444""",4,3.85,Ikar,Hardcover,312,2018,2005,2022/04/07,2022/03/28,2022,2022 (#14),read,,,,1,0
59487100,Domov,Judith Hermann,"Hermann, Judith",Michal Hvorecký,"=""""","=""""",3,3.46,Artforum,Hardcover,120,2021,2021,2022/04/02,2022/03/27,2022,2022 (#13),read,,,,1,0
59062466,Kdo zabil mého otce,Édouard Louis,"Louis, Édouard",Sára Vybíralová,"=""8076372208""","=""9788076372207""",4,4.17,Paseka,Hardcover,80,2021,2018,2022/03/27,2022/03/24,2022,2022 (#12),read,,,,1,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",5,4.22,Bloomsbury,Hardcover,272,2020,2020,2022/03/19,2022/01/25,2022,2022 (#10),read,,,,1,0
38261976,Stačí škrtnúť zápalkou,Celeste Ng,"Ng, Celeste",,"=""8055158487""","=""9788055158488""",4,4.07,Ikar,Hardcover,344,2018,2017,2020/01/05,2019/12/31,2020,2020 (#1),read,,,,1,0
49374086,The Discomfort of Evening,Lucas Rijneveld,"Rijneveld, Lucas",Michele Hutchison,"=""0571349366""","=""9780571349364""",4,3.45,Faber & Faber,Paperback,282,2020,2018,2022/03/02,2020/11/04,2022,2022 (#9),read,,,,1,0
53001478,Evanjelium o úhoroch,Patrik Svensson,"Svensson, Patrik",Zuzana Inczingerová,"=""8056616179""","=""9788056616178""",4,3.92,Lindeni,Hardcover,248,2020,2019,2022/02/28,2021/08/08,2022,2022 (#8),read,,,,1,0
29499382,"The Peach Thief, and Other Bulgarian Stories",Emilian Stanev,"Stanev, Emilian","Elin Pelin, Dimitar Talev, Pavel Vezhinov, Radost Pridham, Jean Morris","=""""","=""""",0,4.27,Cassell,Hardcover,169,1968,1948,,2018/01/06,2017,2017 (#32),read,,,,1,0
428,Play It As It Lays,Joan Didion,"Didion, Joan",,"=""0374529949""","=""9780374529949""",4,3.91,"Farrar, Straus and Giroux",Paperback,231,2005,1970,2022/01/25,2022/01/17,2022,2022 (#6),read,,,,1,0
54583366,"Dívka, žena, jiné",Bernardine Evaristo,"Evaristo, Bernardine",Viktorie Hanišová,"=""8027503671""","=""9788027503674""",5,4.27,Host,Hardcover,437,2020,2019,2022/01/17,2020/12/22,2022,2022 (#4),read,,,,1,0
45407221,Donbas: Svadobný apartmán v hoteli Vojna,Tomáš Forró,"Forró, Tomáš",,"=""8099925009""","=""9788099925008""",5,4.67,"N Press, s.r.o.",Paperback,340,2019,2019,2022/01/09,2019/07/07,2022,2022 (#3),read,,,,1,0
18133668,Zvláštní smutek citronového koláče,Aimee Bender,"Bender, Aimee",Veronika Volhejnová,"=""8025708381""","=""9788025708385""",2,3.25,Argo,Hardcover,296,2013,2010,2022/01/04,2022/01/04,2022,2022 (#2),read,,,,1,0
41880609,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,"=""0525562028""","=""9780525562023""",5,4.02,Penguin Press,Hardcover,246,2019,2019,2022/01/01,2021/01/18,2022,2022 (#1),read,,,,1,0
55315488,Who They Was,Gabriel Krauze,"Krauze, Gabriel",,"=""1635577667""","=""9781635577662""",0,4.02,Bloomsbury Publishing,Hardcover,336,2021,2020,,2022/01/01,to-read,to-read (#48),to-read,,,,0,0
24963157,Rudo: Komiksové povídky,Daniel Majling,"Majling, Daniel",Ondřej Kavalír,"=""""","=""9788087260654""",5,4.32,Labyrint,Paperback,250,2014,2015,2021/12/27,2021/12/27,2021,2021 (#49),read,,,,1,0
50736031,Breasts and Eggs,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd","=""1609455878""","=""9781609455873""",5,3.85,Europa Editions,Hardcover,430,2020,2008,2021/12/24,2021/11/16,2021,2021 (#48),read,,,,1,0
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""""","=""""",0,4.40,Spiegel & Grau,Hardcover,152,2015,2015,,2021/12/13,to-read,to-read (#47),to-read,,,,0,0
56763576,Tři kapitoly: Dumdum - Výlety s otcem - Vikštejn,Daniel Hradecký,"Hradecký, Daniel",,"=""""","=""""",4,3.64,Listen,Hardcover,168,2020,,2021/12/10,2021/04/11,2021,2021 (#47),read,,,,1,0
50615457,Slnečnice,Sarah Winman,"Winman, Sarah",,"=""8055170630""","=""9788055170633""",4,3.97,IKAR a.s.,Hardcover,216,2020,2017,2021/12/05,2021/12/05,2021,2021 (#46),read,,,,1,0
43890641,Hamnet,Maggie O'Farrell,"O'Farrell, Maggie",,"=""1472223799""","=""9781472223791""",3,4.19,Tinder Press,Hardcover,372,2020,2020,2021/11/30,2021/09/21,2021,2021 (#45),read,,,,1,0
49374973,Dějiny násilí,Édouard Louis,"Louis, Édouard",Sára Vybíralová,"=""8074329690""","=""9788074329692""",4,3.78,Paseka,Hardcover,236,2019,2016,2021/11/29,2019/10/30,2021,2021 (#44),read,,,,2,0
52999049,Ranařky,Jennifer Mathieu,"Mathieu, Jennifer",,"=""8074329968""","=""9788074329968""",2,4.18,Paseka,Paperback,334,2019,2017,2021/03/15,2021/03/15,2021,2021 (#13),read,,,,1,0
33413128,"Beartown (Beartown, #1)",Fredrik Backman,"Backman, Fredrik",Neil Smith,"=""""","=""""",3,4.29,Simon & Schuster,ebook,432,2017,2016,2021/05/30,2021/05/25,2021,2021 (#21),read,,,,1,0
36000787,Dělám si to sám,Martin Váša,"Váša, Martin",,"=""8026708962""","=""9788026708964""",2,3.62,MOTTO,Hardcover,256,2017,,2021/06/19,2020/11/12,2021,2021 (#25),read,,,,1,0
39927096,"Less (Arthur Less, #1)",Andrew Sean Greer,"Greer, Andrew Sean",,"=""""","=""""",3,3.63,Lee Boudreaux Books,Kindle Edition,273,2017,2017,2021/08/31,2021/08/27,2021,2021 (#31),read,,,,1,0
36133254,Promising Young Women,Caroline O'Donoghue,"O'Donoghue, Caroline",,"=""0349009902""","=""9780349009902""",2,3.72,Virago Press Ltd,Hardcover,352,2018,2018,2021/10/01,2021/10/01,2021,2021 (#33),read,,,,1,0
57206890,Svolení,Vanessa Springora,"Springora, Vanessa",,"=""8027505186""","=""9788027505180""",3,4.31,Host,Hardcover,192,2021,2020,2021/11/13,2021/03/11,2021,2021 (#43),read,,,,1,0
56597885,"Beautiful World, Where Are You",Sally Rooney,"Rooney, Sally",,"=""0374602603""","=""9780374602604""",3,3.53,"Farrar, Straus and Giroux",Hardcover,356,2021,2021,2021/11/05,2021/11/01,2021,2021 (#42),read,,,,1,0
54575541,"Červená, bílá a královsky modrá",Casey McQuiston,"McQuiston, Casey",Renata Heitelová,"=""""","=""9788024267913""",0,4.06,YOLI,Paperback,424,2020,2019,2021/11/01,2021/11/01,2021,2021 (#41),read,,,,1,0
54552651,Civilizace,Laurent Binet,"Binet, Laurent",Michala Marková,"=""8025733653""","=""9788025733653""",3,3.67,Argo,Hardcover,288,2021,2019,2021/11/01,2021/10/24,2021,2021 (#40),read,,,,1,0
40699649,Zóna,Daniel Majling,"Majling, Daniel",,"=""8089921167""","=""9788089921164""",5,4.12,Brak,Paperback,176,2018,2018,2021/10/25,2021/10/25,2021,2021 (#39),read,,,,1,0
58910939,Táto izba sa nedá zjesť,Nicol Hochholczerová,"Hochholczerová, Nicol",,"=""8089973485""","=""9788089973484""",0,4.13,KK Bagala,Paperback,152,2021,2021,,2021/10/24,to-read,to-read (#46),to-read,,,,0,0
55133580,Jednorožce,Barbora Hrínová,"Hrínová, Barbora",,"=""""","=""9788081510915""",4,3.75,Aspekt,Paperback,192,2020,2020,2021/10/24,2021/10/18,2021,2021 (#38),read,,,,1,0
26069864,Ahoj Tato - Milý Kubo,Dežo Ursiny,"Ursiny, Dežo",Jakub Ursiny,"=""""","=""9788097136925""",5,4.57,Filmotras,Paperback,80,2015,2015,2021/10/23,2021/10/23,2021,2021 (#37),read,,,,1,0
57183653,Stroje jako já,Ian McEwan,"McEwan, Ian",,"=""802071992X""","=""9788020719928""",3,3.59,Odeon,Hardcover,360,2021,2019,2021/10/18,2021/10/11,2021,2021 (#36),read,,,,1,0
55171377,Satori v Trenčíne,Lukáš Cabala,"Cabala, Lukáš",Anna Cima,"=""808150303X""","=""9788081503030""",4,3.76,Artforum,Hardcover,100,2020,2020,2021/10/15,2021/10/15,2021,2021 (#35),read,,,,1,0
27839639,Anežka,Viktorie Hanišová,"Hanišová, Viktorie",Martin T. Pecina,"=""""","=""9788074915598""",4,4.16,Host,Hardcover,256,2015,2015,2021/10/08,2021/10/08,2021,2021 (#34),read,,,,1,0
54980948,Mliekar,Anna Burns,"Burns, Anna",Barbara Sigmundová,"=""8056617973""","=""9788056617977""",4,3.53,Lindeni ,Paperback,344,2020,2018,2021/09/20,2021/09/08,2021,2021 (#32),read,,,,1,0
35235949,Pták Štěstí,Viktoriya Tokareva,"Tokareva, Viktoriya",Viktoria Tokarevová,"=""8072943030""","=""9788072943036""",2,3.75,Host,Hardcover,229,2009,2007,2018/02/26,2018/02/24,2018,2018 (#12),read,,,,1,0
55834107,Gustav a Anton,Rose Tremain,"Tremain, Rose",,"=""8076013437""","=""9788076013438""",3,3.88,Vyšehrad,Hardcover,288,2020,2019,2021/08/27,2021/08/25,2021,2021 (#30),read,,,,1,0
8524528,The Conspiracy Against the Human Race,Thomas Ligotti,"Ligotti, Thomas",Ray Brassier,"=""098242969X""","=""9780982429693""",0,4.03,Hippocampus Press,Hardcover,240,2010,2011,,2021/08/25,to-read,to-read (#45),to-read,,,,0,0
44296547,Archa Petrkov,Josef Kroutvor,"Kroutvor, Josef","Miloš Doležal, Josef Mlejnek","=""8090702430""","=""9788090702431""",5,5.00,Měsíc ve dne,Paperback,240,2019,2019,2021/08/08,2021/07/26,2021,2021 (#29),read,,,,1,0
475853,Black Swans,Eve Babitz,"Babitz, Eve",,"=""051714445X""","=""9780517144459""",0,3.86,Random House Value Publishing,Hardcover,256,1995,1993,,2021/08/06,to-read,to-read (#44),to-read,,,,0,0
47730,The Complete Poems,Anne Sexton,"Sexton, Anne",,"=""0395957761""","=""9780395957769""",0,4.29,Mariner Books,Paperback,622,1999,1981,,2021/08/06,to-read,to-read (#43),to-read,,,,0,0
33375622,Her Body and Other Parties: Stories,Carmen Maria Machado,"Machado, Carmen Maria",,"=""155597788X""","=""9781555977887""",0,3.82,Graywolf Press,Paperback,248,2017,2017,,2021/08/06,to-read,to-read (#42),to-read,,,,0,0
436255,Ornament and Silence: Essays on Women's Lives,Kennedy Fraser,"Fraser, Kennedy",,"=""0394585399""","=""9780394585390""",0,4.03,Knopf,Hardcover,247,1996,1996,,2021/08/06,to-read,to-read (#41),to-read,,,,0,0
45891288,Všechny Louisovy děti,Kamil Bałuk,"Bałuk, Kamil",Michala Benešová,"=""8082031034""","=""9788082031037""",3,3.80,Absynt,Paperback,296,2019,2017,2021/07/26,2021/07/16,2021,2021 (#28),read,,,,1,0
13153370,My Policeman,Bethan Roberts,"Roberts, Bethan",,"=""0701185848""","=""9780701185848""",4,4.00,Chatto & Windus,Hardcover,352,2012,2012,2021/07/13,2020/12/31,2021,2021 (#27),read,,,,1,0
21842850,Jedz a behaj (Moja neuveriteľná cesta k ultramaratónskej špičke),Scott Jurek,"Jurek, Scott",,"=""0992757304""","=""9780992757304""",4,4.03,Publixing Ltd,Paperback,280,2014,2012,2021/07/05,2020/08/17,2021,2021 (#26),read,,,,1,0
53897531,Výdych,Ted Chiang,"Chiang, Ted",Marína Gálisová,"=""8081598316""","=""9788081598319""",5,4.27,Premedia,Hardcover,312,2020,2019,2021/06/13,2021/05/31,2021,2021 (#24),read,,,,1,0
44589397,"Maj ""pekný"" deň",Lina Franková,"Franková, Lina",,"=""""","=""9788089917587""",0,3.90,Magna,Hardcover,360,2019,,2021/06/09,2021/06/05,2021,2021 (#23),read,,,,1,0
55849819,Právna nejasnosť jedného manželstva,Olga Grjasnowa,"Grjasnowa, Olga",Paulína Čuhová,"=""8099944097""","=""9788099944092""",3,3.77,Literárna bašta,Paperback,256,2020,2014,2021/06/05,2021/06/01,2021,2021 (#22),read,,,,1,0
35068524,Not That Bad: Dispatches from Rape Culture,Roxane Gay,"Gay, Roxane","Aubrey Hirsch, Jill Christman, Claire Schwartz, Lynn Melnick, Brandon  Taylor, Emma Smith-Stevens, A.J. McKenna, Lisa Mecham, Vanessa Mártir, Ally Sheedy, xTx, So Mayer, Nora Salem, Lyz Lenz, Amy Jo Burns, V.L. Seek, Michelle Chen, Gabrielle Union, Liz Rosema, Anthony Frame, Samhita Mukhopadhyay, Miriam Zoila Pérez, Zoë Medeiros, Sharisse Tracey, Stacey May Fowles, Elisabeth Fairfield Stokes, Meredith Talusan, Nicole Boyce, Elissa Bassist","=""0062413503""","=""9780062413505""",0,4.43,Harper Perennial,ebook,368,2018,2018,,2021/05/31,to-read,to-read (#40),to-read,,,,0,0
57246810,Lada u ledu,Ema Labudová,"Labudová, Ema",,"=""9788020720""","=""9788020720061""",3,3.38,Odeon,Hardcover,312,2021,2021,2021/05/25,2021/05/25,2021,2021 (#20),read,,,,1,0
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",0,4.08,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,,2021/05/23,to-read,to-read (#39),to-read,,,,0,0
38919320,Džentlmen v Moskve,Amor Towles,"Towles, Amor",,"=""8022209139""","=""9788022209137""",4,4.32,Tatran,Hardcover,384,2018,2016,2021/05/19,2021/04/30,2021,2021 (#19),read,,,,1,0
9633176,Linie krásy,Alan Hollinghurst,"Hollinghurst, Alan",Michala Marková,"=""8020712178""","=""9788020712172""",3,3.77,Odeon,Hardcover,448,2006,2004,2021/05/03,2020/07/28,2021,2021 (#18),read,,,,1,0
57398662,Cesta mrtvých,Tomáš Boukal,"Boukal, Tomáš",,"=""8027505941""","=""9788027505944""",0,3.00,Host,Hardcover,190,2021,2021,,2021/04/30,to-read,to-read (#38),to-read,,,,0,0
54264225,Jedno obyčejný léto,Mariko Tamaki,"Tamaki, Mariko","Jillian Tamaki, Lenka Bukovská","=""8076370787""","=""9788076370784""",4,3.69,Paseka,Paperback,320,2020,2014,2021/04/28,2020/08/01,2021,2021 (#14),read,,,,2,0
56379361,Přípravy na všechno,Elsa Aids,"Aids, Elsa",,"=""""","=""""",0,3.84,Fra,,96,2020,2020,,2021/04/11,to-read,to-read (#37),to-read,,,,0,0
53556567,"Between the mountain and the sea: memories of a childhood on Tristan da Cunha, the world's loneliest inhabited island",gill kimber,"kimber, gill",,"=""""","=""9798638038625""",0,3.33,Amazon Fulfillment,Paperback,216,2020,,,2021/04/06,to-read,to-read (#36),to-read,,,,0,0
55746990,"Vše, co vím o lásce",Dolly Alderton,"Alderton, Dolly",Agáta Hamari,"=""8024394316""","=""9788024394312""",2,3.96,,Hardcover,365,2020,2018,2021/04/03,2021/03/27,2021,2021 (#16),read,,,,1,0
790171,Kon-Tiki,Thor Heyerdahl,"Heyerdahl, Thor",,"=""0671726528""","=""9780671726522""",5,4.16,Rand McNally,Paperback,240,1990,1948,2021/03/27,2021/03/11,2021,2021 (#15),read,,,,1,0
